locationType,worldX,worldY,locationID,region,climate
Farm,513,447,5132444715,Alik'r Desert,8
Farm,941,243,9413624386,Wayrest,1
Farm,556,122,5560812269,Bhoriane,1
Farm,378,109,3783710996,Daenia,1
Farm,514,75,51411375115,Dwynnen,1
Farm,261,8,261730820,Northmoor,1
Farm,566,352,5661935272,Tigonus,7
Farm,754,389,75411138905,Dragontail Mountains,4
Farm,323,23,323152364,Ykalon,2
Farm,539,349,5398234974,Tigonus,7
Farm,930,66,9306066105,Wrothgarian Mountains,4
Farm,328,463,3285546312,Alik'r Desert,8
Farm,206,473,2067047354,Abibon-gora,7
Farm,306,22,3061002274,Ykalon,2
Farm,827,390,8271739076,Dragontail Mountains,4
Farm,460,64,460506437,Urvaius,1
Farm,928,34,9281283418,Wrothgarian Mountains,4
Farm,790,126,7903512658,Wrothgarian Mountains,4
Farm,879,372,8794037269,Totambu,5
Farm,273,496,2732049660,Alik'r Desert,8
Farm,586,74,5862674127,Kambria,1
Farm,406,424,4066842491,Alik'r Desert,8
Farm,684,321,68413321118,Kozanset,5
Farm,312,171,3122917172,Shalgora,1
Farm,558,470,5582847070,Dak'fron,9
Farm,571,47,571544760,Dwynnen,1
Farm,565,127,5654112774,Bhoriane,1
Farm,829,8,829840855,Wrothgarian Mountains,4
Farm,350,387,3505938795,Sentinel,7
Farm,806,183,8065618386,Menevia,1
Farm,295,32,29512232119,Ykalon,2
Farm,611,8,6111190868,Wrothgarian Mountains,4
Farm,916,449,9164044927,Ephesus,4
Farm,438,59,438285944,Urvaius,1
Farm,427,471,42758471104,Bergama,8
Farm,337,468,33710646803,Alik'r Desert,8
Farm,418,105,4183310533,Urvaius,1
Farm,876,202,87611420215,Wayrest,1
Farm,880,159,880116159125,Orsinium Area,3
Farm,276,197,2764719781,Daggerfall,1
Farm,210,47,210234764,Northmoor,1
Farm,138,194,13811019404,Daggerfall,1
Farm,510,470,51012347008,Dak'fron,9
Farm,926,247,9268324732,Wayrest,1
Farm,858,222,8585622220,Wayrest,1
Farm,891,49,891904963,Wrothgarian Mountains,4
Farm,158,43,158364382,Northmoor,1
Farm,833,308,8332030876,Satakalaam,5
Farm,799,425,7994442561,Dragontail Mountains,4
Farm,378,159,3789115950,Anticlere,1
Farm,875,104,875128104128,Wrothgarian Mountains,4
Farm,180,38,180293855,Northmoor,1
Farm,907,405,9075940584,Dragontail Mountains,4
Farm,839,347,8393234769,Totambu,5
Farm,436,116,4361211665,Urvaius,1
Farm,521,375,5210937561,Ayasofya,7
Farm,379,386,37912738600,Sentinel,7
Farm,586,365,5861836513,Tigonus,7
Farm,413,85,4131198568,Daenia,1
Farm,273,459,2737245909,Alik'r Desert,8
Farm,488,343,4886134364,Tigonus,6
Farm,464,26,464832692,Phrygias,2
Farm,364,379,3643737974,Sentinel,7
Farm,626,409,62608409122,Alik'r Desert,8
Farm,508,354,5082635427,Tigonus,7
Farm,418,44,418354467,Daenia,1
Farm,487,43,487644354,Dwynnen,1
Farm,217,206,2176920669,Daggerfall,1
Farm,546,111,5469011129,Dwynnen,1
Farm,621,65,6217465120,Kambria,1
Farm,374,367,3748836763,Sentinel,7
Farm,583,72,583637254,Kambria,1
Farm,398,147,3986114770,Anticlere,1
Farm,262,173,262116173109,Daggerfall,1
Farm,670,29,670612961,Wrothgarian Mountains,4
Farm,495,66,4957766122,Dwynnen,1
Farm,958,125,9587412561,Wrothgarian Mountains,4
Farm,729,379,7290837974,Dragontail Mountains,4
Farm,577,13,577951356,Phrygias,4
Farm,522,430,5225043068,Alik'r Desert,8
Farm,955,335,95522335116,Mournoth,5
Farm,163,197,1635419772,Daggerfall,1
Farm,245,120,24576120124,Ilessan Hills,3
Farm,675,479,6759647937,Dak'fron,9
Farm,286,132,2866513265,Shalgora,3
Farm,496,374,4966037454,Ayasofya,7
Farm,911,52,911995276,Wrothgarian Mountains,4
Farm,586,139,5865613959,Bhoriane,1
Farm,939,18,9397618109,Wrothgarian Mountains,4
Farm,875,364,875110364123,Totambu,5
Farm,846,29,846642969,Wrothgarian Mountains,4
Farm,596,292,5965929252,Dragontail Mountains,4
Farm,770,322,7707232212,Totambu,5
Farm,353,362,3538336227,Sentinel,7
Farm,218,210,2187021006,Daggerfall,1
Farm,395,57,395975737,Daenia,1
Farm,462,128,4622812868,Urvaius,1
Farm,375,428,37511542810,Alik'r Desert,8
Farm,279,36,279353699,Ykalon,1
Farm,833,306,83310130679,Satakalaam,5
Farm,382,95,382069563,Daenia,1
Farm,935,291,9356129119,Mournoth,5
Farm,403,176,4036817618,Anticlere,1
Farm,396,442,39601442106,Alik'r Desert,8
Farm,839,26,8395526114,Wrothgarian Mountains,4
Farm,906,380,9063738042,Totambu,5
Farm,608,305,60856305104,Dragontail Mountains,4
Farm,966,400,9664040044,Dragontail Mountains,4
Farm,320,61,3201106113,Ilessan Hills,1
Farm,726,75,726017506,Wrothgarian Mountains,4
Farm,843,47,8431224726,Wrothgarian Mountains,4
Farm,413,181,41314181119,Anticlere,1
Farm,683,302,6830530252,Lainlyn,5
Farm,690,309,6906730928,Lainlyn,5
Farm,844,7,844030700,Wrothgarian Mountains,4
Farm,519,72,519137251,Dwynnen,1
Farm,663,390,6636539069,Dragontail Mountains,4
Farm,287,138,2879013872,Shalgora,3
Farm,888,201,8884520183,Wayrest,1
Farm,684,219,6848221952,Isle of Balfiera,4
Farm,171,81,171088160,Glenpoint,3
Farm,259,454,25979454100,Alik'r Desert,8
Farm,479,473,4792347365,Alik'r Desert,8
Farm,842,378,8429237854,Totambu,5
Farm,474,398,4742839876,Ayasofya,8
Farm,843,390,8439639095,Dragontail Mountains,4
Farm,827,454,8275145463,Ephesus,4
Farm,723,126,72311812674,Alcaire,1
Farm,587,107,58710610770,Bhoriane,1
Farm,683,318,6835631824,Lainlyn,5
Farm,366,51,366545156,Daenia,1
Farm,630,283,6306828352,Dragontail Mountains,4
Farm,849,200,8499120050,Wayrest,1
Farm,937,93,937819374,Wrothgarian Mountains,4
Farm,762,100,7629110087,Wrothgarian Mountains,4
Farm,935,376,9355937659,Totambu,5
Farm,533,128,5336412865,Dwynnen,1
Farm,846,137,8466313770,Wrothgarian Mountains,4
Farm,860,144,8606714461,Orsinium Area,4
Farm,404,427,4041442703,Alik'r Desert,8
Farm,987,450,9877045055,Dragontail Mountains,4
Farm,73,122,736412270,Tulune,1
Farm,555,13,555741322,Phrygias,1
Farm,922,163,9225416351,Wrothgarian Mountains,4
Farm,964,118,9646711819,Wrothgarian Mountains,4
Farm,481,106,4817310674,Urvaius,1
Farm,157,160,1572216064,Daggerfall,3
Farm,857,221,85710822117,Wayrest,1
Farm,881,384,8814638499,Totambu,5
Farm,880,447,8808144770,Ephesus,4
Farm,504,70,504617055,Dwynnen,1
Farm,471,99,4711189963,Urvaius,1
Farm,406,171,4066717169,Anticlere,1
Farm,346,119,34620119116,Daenia,1
Farm,203,212,20329212101,Daggerfall,1
Farm,700,123,70011012310,Alcaire,1
Farm,304,51,304735103,Ilessan Hills,1
Farm,372,55,372185554,Daenia,1
Farm,918,358,9186435876,Totambu,5
Farm,440,136,4408313656,Anticlere,1
Farm,479,138,4797013869,Anticlere,1
Farm,626,98,626089874,Bhoriane,1
Farm,561,349,5614734996,Tigonus,7
Farm,902,382,9025838296,Totambu,5
Farm,906,133,9067213390,Wrothgarian Mountains,4
Farm,787,126,7876712617,Wrothgarian Mountains,4
Farm,892,194,8921519461,Wayrest,1
Farm,473,73,4731197370,Urvaius,1
Farm,501,65,501786570,Dwynnen,1
Farm,675,330,6753333069,Dragontail Mountains,4
Farm,942,435,94222435104,Dragontail Mountains,4
Farm,790,83,790688326,Wrothgarian Mountains,4
Farm,897,193,8977619374,Wayrest,1
Farm,264,81,2640581115,Ilessan Hills,1
Farm,195,176,1956917642,Daggerfall,1
Farm,108,142,1083714279,Tulune,1
Farm,138,43,1381014351,Northmoor,1
Farm,857,362,8572236214,Totambu,5
Farm,838,361,8380436123,Totambu,5
Farm,429,34,4291143463,Ykalon,1
Farm,122,253,1220125358,Betony,1
Farm,701,50,701695065,Wrothgarian Mountains,4
Farm,631,107,631119107125,Bhoriane,1
Farm,668,61,668996173,Koegria,4
Farm,409,408,4097440895,Sentinel,8
Farm,303,90,303359054,Ilessan Hills,2
Farm,968,224,96822224128,Gavaudon,3
Farm,367,129,3675612961,Anticlere,1
Farm,654,108,6540510859,Bhoriane,1
Farm,961,450,9616945058,Dragontail Mountains,4
Farm,887,225,8876422564,Wayrest,1
Farm,864,419,8646441961,Dragontail Mountains,4
Farm,317,411,3178141184,Myrkwasa,7
Farm,827,397,8274439755,Dragontail Mountains,4
Farm,528,417,5286141773,Alik'r Desert,8
Farm,718,117,7185611777,Alcaire,1
Farm,352,379,35214379113,Sentinel,7
Farm,863,14,863061469,Wrothgarian Mountains,4
Farm,354,63,354616317,Daenia,1
Farm,451,493,45110449376,Alik'r Desert,8
Farm,239,40,2398740101,Northmoor,1
Farm,313,7,313860773,Ykalon,2
Farm,139,210,1392721065,Daggerfall,1
Farm,929,343,9295234364,Totambu,5
Farm,982,187,9825418764,Wrothgarian Mountains,4
Farm,540,115,5406311565,Dwynnen,1
Farm,607,118,6070411815,Bhoriane,1
Farm,126,142,1267714270,Glenpoint,1
Farm,911,225,9113522572,Wayrest,1
Farm,96,94,9612594119,Glenumbra Moors,1
Farm,921,114,9215811479,Wrothgarian Mountains,4
Farm,490,63,490696347,Dwynnen,1
Farm,958,337,9588233781,Mournoth,5
Farm,394,101,394124101109,Daenia,1
Farm,730,68,730446869,Wrothgarian Mountains,4
Farm,427,128,4276512832,Anticlere,1
Farm,407,415,40761415119,Sentinel,8
Farm,287,175,28712717523,Daggerfall,1
Farm,950,81,95011581119,Wrothgarian Mountains,4
Farm,257,207,257122207123,Daggerfall,1
Farm,218,212,2187321281,Daggerfall,1
Farm,767,104,7678210496,Wrothgarian Mountains,4
Farm,873,231,87372231120,Wayrest,1
Farm,880,370,8807737017,Totambu,5
Farm,406,99,406419956,Daenia,1
Farm,250,427,2507942740,Pothago,7
Farm,789,93,789359351,Wrothgarian Mountains,4
Farm,790,367,79011936769,Totambu,5
Farm,339,378,339128378123,Sentinel,7
Farm,901,379,9013537963,Totambu,5
Farm,221,21,221812145,Northmoor,1
Farm,824,203,8247920356,Menevia,1
Farm,902,200,9025820087,Wayrest,1
Farm,823,390,8234639041,Dragontail Mountains,4
Farm,236,85,2361158503,Ilessan Hills,3
Farm,218,152,2180915209,Daggerfall,3
Farm,557,50,557615038,Dwynnen,1
Farm,814,6,814610690,Wrothgarian Mountains,4
Farm,454,25,454642559,Phrygias,1
Farm,931,39,9317039125,Wrothgarian Mountains,4
Farm,766,126,7663712654,Wrothgarian Mountains,4
Farm,482,62,482676281,Urvaius,1
Farm,503,75,50310875115,Dwynnen,1
Farm,289,60,289226060,Ilessan Hills,1
Farm,919,430,9198143070,Ephesus,4
Farm,187,183,1870618361,Daggerfall,1
Farm,950,232,9508223263,Wayrest,1
Farm,521,110,5217811069,Dwynnen,1
Farm,607,423,60711842324,Alik'r Desert,8
Farm,724,49,724994942,Wrothgarian Mountains,4
Farm,664,68,6649368100,Koegria,1
Farm,311,188,3116518882,Shalgora,1
Farm,284,31,2845531118,Ykalon,1
Farm,787,58,78712258123,Wrothgarian Mountains,4
Farm,816,89,816428960,Wrothgarian Mountains,4
Farm,498,360,4981036065,Tigonus,7
Farm,478,107,4781410761,Urvaius,1
Farm,987,142,9876414228,Wrothgarian Mountains,4
Farm,872,438,8726143881,Ephesus,4
Farm,974,423,97411542309,Dragontail Mountains,4
Farm,842,398,84212398109,Dragontail Mountains,4
Farm,391,133,3915113367,Anticlere,1
Farm,528,83,5281198355,Dwynnen,1
Farm,770,4,770280463,Wrothgarian Mountains,4
Farm,549,417,5495941754,Alik'r Desert,8
Farm,893,232,8937223255,Wayrest,1
Farm,495,390,49520390123,Ayasofya,8
Farm,174,149,1748614952,Daggerfall,3
Farm,581,357,5814935777,Tigonus,7
Farm,925,375,9256737508,Totambu,5
Farm,154,47,154744727,Northmoor,1
Farm,484,159,4842015963,Anticlere,1
Farm,917,64,9171364109,Wrothgarian Mountains,4
Farm,497,390,4978439069,Ayasofya,8
Farm,130,86,130648670,Glenumbra Moors,1
Farm,224,168,2245616859,Daggerfall,3
Farm,743,29,743842992,Wrothgarian Mountains,4
Farm,303,433,3033143352,Myrkwasa,8
Farm,931,92,9311279214,Wrothgarian Mountains,4
Farm,175,149,17511414968,Daggerfall,3
Farm,773,288,7732728835,Satakalaam,5
Farm,397,345,39773345115,Sentinel,7
Farm,344,83,344728304,Ilessan Hills,1
Farm,409,162,40912162115,Anticlere,1
Farm,742,53,742845346,Wrothgarian Mountains,4
Farm,672,286,6723728688,Lainlyn,5
Farm,435,53,4351145305,Urvaius,1
Farm,236,179,23611617976,Daggerfall,1
Farm,356,149,3563814963,Anticlere,1
Farm,910,370,910123370115,Totambu,5
Farm,522,113,5220111315,Dwynnen,1
Farm,681,105,6813110583,Koegria,1
Farm,707,301,7072830188,Lainlyn,5
Farm,257,175,2577817527,Daggerfall,1
Farm,821,417,8212641759,Dragontail Mountains,4
Farm,198,185,19812018526,Daggerfall,1
Farm,308,167,3084716745,Shalgora,1
Farm,914,189,9146318918,Wayrest,3
Farm,803,129,8037612958,Wrothgarian Mountains,4
Farm,734,349,7344634945,Totambu,5
Farm,454,37,454843754,Phrygias,1
Farm,746,306,7467630628,Lainlyn,5
Farm,299,186,2993118652,Daggerfall,1
Farm,821,437,8215443764,Ephesus,4
Farm,293,43,293564376,Ykalon,1
Farm,321,56,321655670,Ilessan Hills,1
Farm,369,455,3699745554,Alik'r Desert,8
Farm,391,484,3912348472,Alik'r Desert,8
Farm,880,165,88069165102,Orsinium Area,3
Farm,434,68,434156815,Urvaius,1
Farm,414,9,414560954,Ykalon,2
Farm,238,88,2385888122,Ilessan Hills,3
Farm,268,74,268187476,Ilessan Hills,1
Farm,536,353,5365135399,Tigonus,7
Farm,203,85,203588561,Glenpoint,3
Farm,463,18,463521881,Phrygias,2
Farm,259,491,2598249152,Alik'r Desert,8
Farm,964,230,9646123074,Gavaudon,3
Farm,105,119,1052711974,Tulune,1
Farm,838,444,8389344458,Ephesus,4
Farm,373,98,373469879,Daenia,1
Farm,830,328,8309632872,Totambu,5
Farm,859,226,85914226110,Wayrest,1
Farm,787,292,7878729259,Satakalaam,5
Farm,970,247,9707324749,Wayrest,1
Farm,545,95,545839569,Dwynnen,1
Farm,753,281,7531428122,Lainlyn,5
Farm,994,352,9946435256,Mournoth,5
Farm,544,30,544053072,Dwynnen,1
Farm,472,432,472127432105,Antiphyllos,8
Farm,163,129,1636112965,Glenpoint,3
Farm,364,433,3644543327,Alik'r Desert,8
Farm,750,468,75052468111,Dragontail Mountains,4
Farm,396,5,3961150555,Ykalon,2
Farm,374,406,3744540665,Sentinel,7
Farm,226,472,22667472119,Kairou,7
Farm,754,355,7546035574,Totambu,5
Farm,885,350,8852335076,Totambu,5
Farm,329,57,329565724,Ilessan Hills,1
Farm,525,357,5255535764,Tigonus,7
Farm,712,449,7125244937,Dragontail Mountains,4
Farm,507,430,5072743079,Alik'r Desert,8
Farm,184,493,1849549358,Abibon-gora,7
Farm,523,31,5236931119,Dwynnen,1
Farm,383,2,3831270252,Ykalon,2
Farm,255,203,2554420377,Daggerfall,1
Farm,819,470,8199047061,Ephesus,4
Farm,842,445,8421344510,Ephesus,4
Farm,966,342,9667634214,Mournoth,5
Farm,568,96,568729601,Kambria,1
Farm,281,148,2817014868,Shalgora,3
Farm,161,495,1616949552,Abibon-gora,7
Farm,148,138,1488813842,Glenpoint,3
Farm,861,357,8618635751,Totambu,5
Farm,534,308,53410130858,Tigonus,6
Farm,420,103,4205110331,Urvaius,1
Farm,849,324,8496532472,Totambu,5
Farm,684,308,6845530861,Lainlyn,5
Farm,526,94,5261109469,Dwynnen,1
Farm,925,419,9253741927,Dragontail Mountains,4
Farm,317,201,317111201110,Shalgora,1
Farm,96,162,963516263,Daggerfall,1
Farm,812,174,8129917474,Menevia,1
Farm,621,317,6215431718,Dragontail Mountains,4
Farm,468,139,4686113960,Anticlere,1
Farm,935,277,93510527774,Mournoth,5
Farm,978,192,9785819232,Wrothgarian Mountains,4
Farm,144,169,1441716965,Daggerfall,1
Farm,505,64,505706464,Dwynnen,1
Farm,953,169,9536516979,Wrothgarian Mountains,4
Farm,206,202,2064720228,Daggerfall,1
Farm,660,351,66010035159,Dragontail Mountains,4
Farm,135,165,1359716565,Daggerfall,1
Farm,557,115,5576811556,Bhoriane,1
Farm,888,418,8888441832,Dragontail Mountains,4
Farm,197,137,1972613761,Glenpoint,3
Farm,527,312,5276931274,Tigonus,6
Farm,695,290,6954629073,Lainlyn,5
Farm,253,176,25374176124,Daggerfall,1
Farm,603,23,603492332,Phrygias,4
Farm,983,451,9834145151,Dragontail Mountains,4
Farm,814,204,8145620454,Menevia,1
Farm,146,236,1467423691,Daggerfall,1
Farm,257,120,2575112063,Ilessan Hills,3
Farm,398,407,3981540773,Sentinel,8
Farm,725,232,7255223258,Isle of Balfiera,4
Farm,280,435,2804043592,Myrkwasa,7
Farm,519,50,519505061,Dwynnen,1
Farm,270,150,27012150113,Daggerfall,3
Farm,625,363,6256736395,Dragontail Mountains,4
Farm,941,283,9417828370,Mournoth,5
Farm,498,135,498114135111,Anticlere,1
Farm,895,464,8952446422,Ephesus,4
Farm,860,313,8608131340,Satakalaam,5
Farm,358,121,3580912108,Anticlere,1
Farm,621,307,62111330754,Dragontail Mountains,4
Farm,372,97,372749756,Daenia,1
Farm,319,104,3193110482,Shalgora,2
Farm,270,37,270763754,Northmoor,1
Farm,488,59,488515974,Dwynnen,1
Farm,920,42,920674226,Wrothgarian Mountains,4
Farm,687,407,68711440773,Dragontail Mountains,4
Farm,608,416,608109416125,Alik'r Desert,8
Farm,853,146,8535914670,Orsinium Area,3
Farm,957,300,9575430054,Mournoth,5
Farm,816,72,816007210,Wrothgarian Mountains,4
Farm,675,100,6753710068,Koegria,1
Farm,592,473,59210473111,Dak'fron,9
Farm,828,476,828109476113,Dragontail Mountains,4
Farm,753,10,753701009,Wrothgarian Mountains,4
Farm,927,139,92711913908,Wrothgarian Mountains,4
Farm,889,140,88910614063,Orsinium Area,4
Farm,334,138,3345213860,Shalgora,1
Farm,212,84,212568454,Glenpoint,3
Farm,478,349,4782834963,Tigonus,6
Farm,854,363,8549136359,Totambu,5
Farm,702,347,7023334764,Dragontail Mountains,4
Farm,934,22,9341152258,Wrothgarian Mountains,4
Farm,385,10,3850610102,Ykalon,2
Farm,381,356,3816135658,Sentinel,7
Farm,739,126,7395512649,Alcaire,1
Farm,384,354,3844135428,Sentinel,7
Farm,125,199,12510519968,Daggerfall,1
Farm,938,416,938108416116,Dragontail Mountains,4
Farm,750,43,750124374,Wrothgarian Mountains,4
Farm,102,131,1025813167,Tulune,1
Farm,958,358,9585635896,Mournoth,5
Farm,967,316,9677631661,Mournoth,5
Farm,879,78,879767854,Wrothgarian Mountains,4
Farm,561,65,561316572,Kambria,1
Farm,356,477,35610147752,Alik'r Desert,8
Farm,623,97,623839742,Bhoriane,1
Farm,532,351,5329135161,Tigonus,7
Farm,938,237,9386523796,Wayrest,1
Farm,203,156,2035815665,Daggerfall,3
Farm,421,22,421522296,Ykalon,1
Farm,923,100,9239510077,Wrothgarian Mountains,4
Farm,674,426,6745242656,Dragontail Mountains,4
Farm,166,85,1662485115,Glenpoint,3
Farm,982,209,98263209128,Gavaudon,4
Farm,843,336,8434433647,Totambu,5
Farm,695,64,6951086418,Koegria,4
Farm,896,361,8965236188,Totambu,5
Farm,756,282,75612428214,Lainlyn,5
Farm,246,99,246939945,Ilessan Hills,3
Farm,231,44,231464435,Northmoor,1
Farm,504,80,504548069,Dwynnen,1
Farm,212,207,2128320727,Daggerfall,1
Farm,220,491,2203549126,Alik'r Desert,8
Farm,268,212,2686721265,Daggerfall,1
Farm,234,153,2346415369,Daggerfall,3
Farm,631,320,6317732067,Dragontail Mountains,4
Farm,367,497,3678249760,Alik'r Desert,8
Farm,525,130,5252913027,Dwynnen,1
Farm,932,219,9325121935,Wayrest,1
Farm,877,209,87710020960,Wayrest,1
Farm,251,140,25110814013,Daggerfall,3
Farm,666,127,6669012778,Koegria,1
Farm,467,46,467284678,Urvaius,1
Farm,806,357,8063735776,Totambu,5
Farm,739,127,7395612737,Alcaire,1
Farm,856,450,8566145099,Ephesus,4
Farm,348,439,3487843995,Alik'r Desert,8
Farm,939,336,939109336109,Mournoth,5
Farm,212,465,2128346538,Kairou,7
Farm,337,403,3376740372,Sentinel,7
Farm,335,23,335792329,Ykalon,2
Farm,625,41,625524161,Kambria,4
Farm,137,91,137959141,Glenumbra Moors,1
Farm,182,138,1824513892,Glenpoint,3
Farm,946,229,9464722931,Wayrest,1
Farm,239,459,2395245963,Kairou,7
Farm,746,340,7461334052,Totambu,5
Farm,105,165,10512316565,Daggerfall,1
Farm,566,328,5660932801,Tigonus,7
Farm,422,106,4226310652,Urvaius,1
Farm,219,449,2195944954,Kairou,7
Farm,127,260,1271726064,Betony,1
Farm,181,58,181605860,Northmoor,1
Farm,949,364,9496336476,Mournoth,5
Farm,580,371,5808437127,Tigonus,7
Farm,331,497,3315549768,Alik'r Desert,8
Farm,668,414,66813414123,Dragontail Mountains,4
Farm,161,82,161998249,Glenpoint,3
Farm,478,64,478976474,Urvaius,1
Farm,877,101,87710210197,Wrothgarian Mountains,4
Farm,345,406,34511540610,Sentinel,7
Farm,805,205,8052420565,Menevia,1
Farm,520,352,5209935255,Tigonus,7
Farm,182,163,1827216368,Daggerfall,3
Farm,853,313,8535931356,Satakalaam,5
Farm,539,335,5397333567,Tigonus,7
Farm,403,151,4037715172,Anticlere,1
Farm,869,433,8696743356,Ephesus,4
Farm,778,428,7785542887,Dragontail Mountains,4
Farm,855,408,8555540860,Dragontail Mountains,4
Farm,134,74,134557473,Glenumbra Moors,1
Farm,848,485,8483248570,Dragontail Mountains,4
Farm,155,131,1556413163,Glenpoint,3
Farm,898,401,8986840167,Dragontail Mountains,4
Farm,502,118,5029511851,Urvaius,1
Farm,972,419,97212841917,Dragontail Mountains,4
Farm,379,370,37965370105,Sentinel,7
Farm,396,28,396652874,Ykalon,2
Farm,345,29,345322972,Ykalon,1
Farm,757,449,7577644928,Dragontail Mountains,4
Farm,779,322,7796332276,Totambu,5
Farm,843,122,8433712270,Wrothgarian Mountains,4
Farm,270,444,27010144487,Myrkwasa,7
Farm,957,467,9575846765,Dragontail Mountains,4
Farm,399,172,399104172113,Anticlere,1
Farm,624,93,624089301,Bhoriane,1
Farm,359,99,359469984,Daenia,1
Farm,227,176,2274717642,Daggerfall,1
Farm,230,82,230358268,Ilessan Hills,3
Farm,552,59,552835969,Dwynnen,1
Farm,945,153,9457015368,Wrothgarian Mountains,4
Farm,560,395,5608439561,Alik'r Desert,8
Farm,321,401,32167401104,Sentinel,7
Farm,207,38,207633814,Northmoor,1
Farm,526,431,5267643187,Alik'r Desert,8
Farm,220,59,220655993,Northmoor,1
Farm,192,39,192673965,Northmoor,1
Farm,126,165,12617165125,Daggerfall,1
Farm,987,147,9876914759,Wrothgarian Mountains,4
Farm,525,69,525336935,Dwynnen,1
Farm,656,302,65611330258,Dragontail Mountains,4
Farm,917,302,9172830236,Mournoth,5
Farm,266,474,2667247490,Alik'r Desert,8
Farm,862,485,86211848564,Dragontail Mountains,4
Farm,808,99,808129905,Wrothgarian Mountains,4
Farm,324,31,3247031113,Ykalon,1
Farm,147,110,1477811090,Glenpoint,3
Farm,324,388,3247238824,Sentinel,7
Farm,435,383,43510238373,Sentinel,7
Farm,823,478,82310947854,Dragontail Mountains,4
Farm,710,305,7106430523,Lainlyn,5
Farm,902,289,9027928974,Mournoth,5
Farm,885,142,8856514268,Orsinium Area,4
Farm,315,55,3151065558,Ilessan Hills,1
Farm,937,68,937276879,Wrothgarian Mountains,4
Farm,404,185,4041718522,Anticlere,1
Farm,659,104,6595810473,Koegria,1
Farm,616,415,6160441559,Alik'r Desert,8
Farm,897,312,8978131288,Mournoth,5
Farm,352,371,3523337149,Sentinel,7
Farm,318,13,318821367,Ykalon,2
Farm,396,99,3961239955,Daenia,1
Farm,787,72,7876772123,Wrothgarian Mountains,4
Farm,460,415,4604141577,Antiphyllos,8
Farm,362,128,36222128105,Anticlere,1
Farm,750,321,75064321113,Totambu,5
Farm,908,153,908119153109,Wrothgarian Mountains,4
Farm,956,295,9563129569,Mournoth,5
Farm,546,417,5461241767,Alik'r Desert,8
Farm,725,469,72526469104,Dragontail Mountains,4
Farm,636,386,6366538660,Dragontail Mountains,4
Farm,926,353,926125353104,Totambu,5
Farm,540,337,54074337119,Tigonus,7
Farm,74,118,742811828,Tulune,1
Farm,908,330,90804330108,Mournoth,5
Farm,848,445,8480144560,Ephesus,4
Farm,966,446,9666844659,Dragontail Mountains,4
Farm,377,170,37713170104,Anticlere,1
Farm,103,190,10364190104,Daggerfall,1
Farm,608,30,608383088,Wrothgarian Mountains,4
Farm,691,101,6917910141,Alcaire,1
Farm,228,162,2286416246,Daggerfall,3
Farm,932,289,93272289124,Mournoth,5
Farm,324,395,3244639569,Sentinel,7
Farm,447,456,4476745624,Alik'r Desert,8
Farm,742,359,7420035972,Totambu,5
Farm,720,320,7208132088,Kozanset,5
Farm,874,113,87403113119,Wrothgarian Mountains,4
Farm,190,95,190189509,Glenpoint,3
Farm,465,380,4659238058,Ayasofya,7
Farm,568,69,5686169127,Kambria,1
Farm,624,33,624833379,Wrothgarian Mountains,4
Farm,728,73,7281017390,Wrothgarian Mountains,4
Farm,766,474,7661047470,Dragontail Mountains,4
Farm,538,84,538378497,Dwynnen,1
Farm,448,414,4488641496,Ayasofya,8
Farm,428,472,4286447269,Bergama,8
Farm,520,330,5202733090,Tigonus,6
Farm,339,89,3394689102,Ilessan Hills,1
Farm,527,486,52711548667,Dak'fron,9
Farm,184,44,184414464,Northmoor,1
Farm,194,171,1945617164,Daggerfall,1
Farm,446,393,4464139383,Ayasofya,8
Farm,657,435,657109435120,Santaki,4
Farm,569,335,5697033559,Tigonus,7
Farm,184,477,1843847792,Abibon-gora,7
Farm,795,359,7950035964,Totambu,5
Farm,125,82,1251288267,Glenumbra Moors,1
Farm,851,110,851111110108,Wrothgarian Mountains,4
Farm,600,384,6007338473,Tigonus,7
Farm,895,41,8951254173,Wrothgarian Mountains,4
Farm,394,82,394998240,Daenia,1
Farm,294,198,2946319860,Daggerfall,1
Farm,593,347,5939634793,Tigonus,4
Farm,975,140,9751814058,Wrothgarian Mountains,4
Farm,780,414,7807041495,Dragontail Mountains,4
Farm,411,36,411293655,Ykalon,1
Farm,427,422,4272842270,Antiphyllos,8
Farm,213,223,2136722382,Daggerfall,1
Farm,213,82,213548244,Glenpoint,3
Farm,213,215,2136121538,Daggerfall,1
Farm,556,427,5562642724,Alik'r Desert,8
Farm,373,8,3731230872,Ykalon,2
Farm,649,169,6498716964,Isle of Balfiera,1
Farm,914,258,91410925856,Wayrest,1
Farm,927,214,9275921409,Wayrest,1
Farm,794,385,7945638536,Dragontail Mountains,4
Farm,514,29,514552959,Dwynnen,1
Farm,533,417,5330841760,Alik'r Desert,8
Farm,320,168,32092168101,Shalgora,1
Farm,912,259,912105259102,Wayrest,1
Farm,738,291,7384229179,Lainlyn,5
Farm,794,36,794733658,Wrothgarian Mountains,4
Farm,964,106,9646310663,Wrothgarian Mountains,4
Farm,236,85,2361085115,Ilessan Hills,3
Farm,651,59,651555940,Kambria,4
Farm,663,294,6634929497,Lainlyn,4
Farm,518,360,5189536059,Tigonus,7
Farm,258,25,258722584,Northmoor,1
Farm,869,164,8696816461,Orsinium Area,3
Farm,475,107,47512410761,Urvaius,1
